year,date,venue,city_state,imageUrl,net_link
1983,"December 2, 1983",Harris-Millis Cafeteria - University Of Vermont,"Burlington, VT",/images/lavie-hero-1747091801300.png,https://phish.net/setlists/phish-december-02-1983-harris-millis-cafeteria-university-of-vermont-burlington-vt-usa.html
1983,"December 3, 1983","Marsh / Austin / Tupper Dormitory, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-december-03-1983-marsh-austin-tupper-dormitory-university-of-vermont-burlington-vt-usa.html
1984,"October 23, 1984",69 Grant Street,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-23-1984-69-grant-street-burlington-vt-usa.html
1984,"November 3, 1984","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-03-1984-slade-hall-university-of-vermont-burlington-vt-usa.html
1984,"December 1, 1984",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-december-01-1984-nectars-burlington-vt-usa.html
1985,"February 1, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-01-1985-doolins-burlington-vt-usa.html
1985,"February 15, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-15-1985-doolins-burlington-vt-usa.html
1985,"February 22, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-22-1985-doolins-burlington-vt-usa.html
1985,"February 25, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-25-1985-doolins-burlington-vt-usa.html
1985,"February 25, 1985",Private Party,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-25-1985-private-party-burlington-vt-usa.html
1985,"March 2, 1985",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-02-1985-hunts-burlington-vt-usa.html
1985,"March 4, 1985",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-04-1985-hunts-burlington-vt-usa.html
1985,"March 8, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-08-1985-doolins-burlington-vt-usa.html
1985,"March 16, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-16-1985-doolins-burlington-vt-usa.html
1985,"March 29, 1985",Doolin'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-29-1985-doolins-burlington-vt-usa.html
1985,"April 6, 1985",Finbar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-06-1985-finbars-burlington-vt-usa.html
1985,"April 19, 1985",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-19-1985-hunts-burlington-vt-usa.html
1985,"April 21, 1985",Goddard College,"Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-21-1985-goddard-college-plainfield-vt-usa.html
1985,"May 1, 1985",01 1985 University Of Vermont Burlington,"Vt, USA",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-01-1985-university-of-vermont-burlington-vt-usa-3.html
1985,"May 1, 1985",University Of Vermont,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-01-1985-university-of-vermont-burlington-vt-usa.html
1985,"May 1, 1985",01 1985 University Of Vermont Burlington,"Vt, USA",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-01-1985-university-of-vermont-burlington-vt-usa-2.html
1985,"May 1, 1985",01 1985 University Of Vermont Burlington,"Vt, USA",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-01-1985-university-of-vermont-burlington-vt-usa-4.html
1985,"May 3, 1985",University Of Vermont,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-03-1985-university-of-vermont-burlington-vt-usa.html
1985,"May 7, 1985",Finbar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-07-1985-finbars-burlington-vt-usa.html
1985,"May 31, 1985","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-31-1985-slade-hall-university-of-vermont-burlington-vt-usa.html
1985,"September 27, 1985","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-27-1985-slade-hall-university-of-vermont-burlington-vt-usa.html
1985,"October 17, 1985",Finbar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-17-1985-finbars-burlington-vt-usa.html
1985,"October 20, 1985","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-20-1985-slade-hall-university-of-vermont-burlington-vt-usa.html
1985,"October 30, 1985",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-30-1985-hunts-burlington-vt-usa.html
1985,"November 2, 1985","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-02-1985-slade-hall-university-of-vermont-burlington-vt-usa.html
1985,"November 14, 1985",Memorial Auditorium Basement,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-14-1985-memorial-auditorium-basement-burlington-vt-usa.html
1985,"November 23, 1985",Goddard College,"Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-23-1985-goddard-college-plainfield-vt-usa.html
1985,"December 13, 1985",The Little Red House,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-december-13-1985-private-party-burlington-vt-usa.html
1986,"February 3, 1986",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-03-1986-hunts-burlington-vt-usa.html
1986,"February 28, 1986","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-28-1986-slade-hall-university-of-vermont-burlington-vt-usa.html
1986,"April 1, 1986",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-01-1986-hunts-burlington-vt-usa.html
1986,"April 15, 1986",University Of Vermont,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-15-1986-university-of-vermont-burlington-vt-usa.html
1986,"April 29, 1986",University Of Vermont,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-29-1986-university-of-vermont-burlington-vt-usa.html
1986,"May 16, 1986",Memorial Auditorium Basement,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-16-1986-memorial-auditorium-basement-burlington-vt-usa.html
1986,"May 17, 1986",Goddard College,"Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-17-1986-goddard-college-plainfield-vt-usa.html
1986,"May 24, 1986",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-24-1986-hunts-burlington-vt-usa.html
1986,"June 1, 1986",01 1986 Boston Harbor,"Boston, MA",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-june-01-1986-boston-harbor-boston-ma-usa.html
1986,"September 3, 1986",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-03-1986-hunts-burlington-vt-usa.html
1986,"September 10, 1986",Finbar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-10-1986-finbars-burlington-vt-usa.html
1986,"September 26, 1986",Private Party,"Johnson, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-26-1986-private-party-johnson-vt-usa.html
1986,"October 12, 1986","Haybarn Theater, Goddard College","Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-12-1986-haybarn-theater-goddard-college-plainfield-vt-usa.html
1986,"October 15, 1986",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-15-1986-hunts-burlington-vt-usa.html
1986,"October 31, 1986","Sculpture Room, Goddard College","Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-31-1986-sculpture-room-goddard-college-plainfield-vt-usa.html
1986,"November 7, 1986","Marsh Hall Dining Room, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-07-1986-marsh-hall-dining-room-university-of-vermont-burlington-vt-usa.html
1986,"November 14, 1986","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-14-1986-slade-hall-university-of-vermont-burlington-vt-usa.html
1986,"November 18, 1986",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-november-18-1986-nectars-burlington-vt-usa.html
1986,"December 6, 1986",The Ranch,"Shelburne, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-december-06-1986-the-ranch-shelburne-vt-usa.html
1987,"January 19, 1987",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-january-19-1987-hunts-burlington-vt-usa.html
1987,"January 21, 1987",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-january-21-1987-hunts-burlington-vt-usa.html
1987,"February 1, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-01-1987-nectars-burlington-vt-usa.html
1987,"February 2, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-02-1987-nectars-burlington-vt-usa.html
1987,"February 7, 1987",Mad Maggie'S Farm,"Monkton, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-07-1987-mad-maggies-farm-monkton-vt-usa.html
1987,"February 13, 1987",13 1987 Johnson State College,"Johnson, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-13-1987-johnson-state-college-johnson-vt-usa.html
1987,"February 21, 1987","Slade Hall, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-february-21-1987-slade-hall-university-of-vermont-burlington-vt-usa.html
1987,"March 6, 1987",Goddard College,"Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-06-1987-goddard-college-plainfield-vt-usa.html
1987,"March 22, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-22-1987-nectars-burlington-vt-usa.html
1987,"March 23, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-march-23-1987-nectars-burlington-vt-usa.html
1987,"April 24, 1987","Billings Lounge, University Of Vermont","Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-24-1987-billings-lounge-university-of-vermont-burlington-vt-usa.html
1987,"April 28, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-28-1987-nectars-burlington-vt-usa.html
1987,"April 29, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-april-29-1987-nectars-burlington-vt-usa.html
1987,"May 10, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-10-1987-nectars-burlington-vt-usa.html
1987,"May 11, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-11-1987-nectars-burlington-vt-usa.html
1987,"May 12, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-12-1987-nectars-burlington-vt-usa.html
1987,"May 16, 1987","Haybarn Theater, Goddard College","Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-16-1987-haybarn-theater-goddard-college-plainfield-vt-usa.html
1987,"May 20, 1987",The Ranch South,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-may-20-1987-the-ranch-south-burlington-vt-usa.html
1987,"August 9, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-august-09-1987-nectars-burlington-vt-usa.html
1987,"August 10, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-august-10-1987-nectars-burlington-vt-usa.html
1987,"August 21, 1987",Ian McLean'S Farm,"Hebron, NY",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-august-21-1987-ian-mcleans-farm-hebron-ny-usa.html
1987,"August 22, 1987",22 1987 Vergennes Day,"Vergennes, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-august-22-1987-vergennes-day-vergennes-vt-usa.html
1987,"August 29, 1987",The Ranch South,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-august-29-1987-the-ranch-south-burlington-vt-usa.html
1987,"September 2, 1987",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-02-1987-hunts-burlington-vt-usa.html
1987,"September 3, 1987",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-03-1987-hunts-burlington-vt-usa.html
1987,"September 4, 1987",Goddard College,"Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-04-1987-goddard-college-plainfield-vt-usa.html
1987,"September 19, 1987",Goddard College,"Plainfield, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-19-1987-goddard-college-plainfield-vt-usa.html
1987,"September 20, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-20-1987-nectars-burlington-vt-usa.html
1987,"September 21, 1987",Nectar'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-21-1987-nectars-burlington-vt-usa.html
1987,"September 27, 1987",St. Lawrence University,"Canton, NY",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-september-27-1987-st-lawrence-university-canton-ny-usa.html
1987,"October 10, 1987",The Ranch,"Shelburne, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-10-1987-the-ranch-shelburne-vt-usa.html
1987,"October 14, 1987",Hunt'S,"Burlington, VT",/images/2024-07-30-chaifetz-arena.jpg,https://phish.net/setlists/phish-october-14-1987-hunts-burlington-vt-usa.html
